gene,methylation_expr_corr,scaling_factor,modulation_type
ATXN3,-0.13950671,0.8604933,suppression
ATXN7,0.02873521,1.0287352,enhancement
ATXN7L1,0.010303178,1.0103031,enhancement
AUH,-0.030693531,0.96930647,suppression
AUNIP,0.03240502,1.032405,enhancement
AUP1,0.046004873,1.0460049,enhancement
AURKA,0.02743021,1.0274302,enhancement
AURKAIP1,0.046861302,1.0468613,enhancement
AURKB,0.074157916,1.074158,enhancement
AVEN,-0.05050975,0.94949025,suppression
AVPI1,-0.029265944,0.97073406,suppression
AVPR1B,0.013258687,1.0132587,enhancement
AXIN2,-0.0017448056,0.9982552,suppression
AXL,0.060975034,1.0609751,enhancement
AZI2,-0.036962133,0.96303785,suppression
AZIN2,-0.08355271,0.9164473,suppression
B3GALNT1,-0.15594032,0.8440597,suppression
B3GALNT2,0.0039758035,1.0039757,enhancement
B3GALT4,-0.059056036,0.94094396,suppression
B3GALT5,-0.07890804,0.921092,suppression
B3GALT6,0.0416192,1.0416192,enhancement
B3GAT2,-0.017859576,0.9821404,suppression
B3GNT2,-0.027731435,0.9722686,suppression
B3GNT3,-0.0191587,0.9808413,suppression
B3GNT4,0.0029603962,1.0029604,enhancement
B3GNT7,-0.02075069,0.9792493,suppression
B3GNTL1,-0.038124103,0.9618759,suppression
B4GALNT1,-0.059041474,0.9409585,suppression
B4GALNT2,0.0025696855,1.0025697,enhancement
B4GALNT3,-0.038474057,0.9615259,suppression
B4GALNT4,-0.07897228,0.9210277,suppression
B4GALT1,-0.01887537,0.98112464,suppression
B4GALT2,-0.058466777,0.9415332,suppression
B4GALT4,-0.013885418,0.98611456,suppression
B4GALT5,-0.012547966,0.98745203,suppression
B9D1,0.022692826,1.0226928,enhancement
BACE1,-0.076374866,0.9236251,suppression
BACE2,-0.2197512,0.7802488,suppression
BACH1,-0.12096266,0.8790373,suppression
BAD,-0.0137451645,0.9862548,suppression
BAG1,-0.010505044,0.989495,suppression
BAG3,0.032192096,1.0321921,enhancement
BAG4,0.06735596,1.067356,enhancement
BAG5,0.044697642,1.0446976,enhancement
BAG6,0.092323296,1.0923233,enhancement
BAGE,-0.1109378,0.8890622,suppression
BAGE2,-0.0330683,0.9669317,suppression
BAGE3,-0.05799565,0.9420043,suppression
BAGE4,-0.0074925455,0.99250746,suppression
BAHD1,0.010583316,1.0105833,enhancement
BAIAP2L1,-0.022211287,0.9777887,suppression
BAIAP2L2,-0.16636036,0.8336396,suppression
BAIAP3,-0.027157387,0.97284263,suppression
BAMBI,-0.040815003,0.959185,suppression
BANP,0.057250705,1.0572507,enhancement
BAP1,0.09281743,1.0928174,enhancement
BARD1,0.047189858,1.0471898,enhancement
BARHL2,-0.03271674,0.96728325,suppression
BARX2,-0.12111426,0.87888575,suppression
BATF2,-0.019769764,0.9802302,suppression
BATF3,-0.22072616,0.77927387,suppression
BAZ1B,0.06545499,1.065455,enhancement
BAZ2B,0.059924375,1.0599244,enhancement
BBC3,-0.03155854,0.9684415,suppression
BBS1,-0.020040588,0.9799594,suppression
BBS10,-0.03919526,0.96080476,suppression
BBS12,-0.011049499,0.9889505,suppression
BBS4,0.045918737,1.0459187,enhancement
BBS9,0.07497582,1.0749758,enhancement
BCAM,-0.13868918,0.86131084,suppression
BCAP29,-0.108675,0.891325,suppression
BCAP31,-0.051837873,0.94816214,suppression
BCAR1,-0.0025637066,0.9974363,suppression
BCAR3,0.011949435,1.0119494,enhancement
BCAS3,0.030734539,1.0307345,enhancement
BCAS4,0.25766346,1.2576635,enhancement
BCAT2,-0.022648774,0.97735125,suppression
BCCIP,-0.06319487,0.9368051,suppression
BCDIN3D,0.026371935,1.026372,enhancement
BCKDHB,0.03470553,1.0347055,enhancement
BCL10,0.0421724,1.0421724,enhancement
BCL11A,-0.15550545,0.8444946,suppression
BCL2,-0.019044407,0.9809556,suppression
BCL2L13,0.032950826,1.0329509,enhancement
BCL2L2,-0.25436896,0.74563104,suppression
BCL6,0.030758625,1.0307586,enhancement
BCL7A,-0.00950489,0.9904951,suppression
BCL7B,0.040597785,1.0405978,enhancement
BCLAF1,-0.07703917,0.9229608,suppression
BCOR,0.043330878,1.0433309,enhancement
BCR,0.013988876,1.0139889,enhancement
BDH1,-0.21732993,0.7826701,suppression
BDKRB2,-0.034570348,0.96542966,suppression
BDNF,-0.025784904,0.9742151,suppression
BECN1,0.012391635,1.0123917,enhancement
BEGAIN,-0.023377474,0.9766225,suppression
BEND2,-0.009588904,0.9904111,suppression
BEND3,-0.0060314,0.9939686,suppression
BEST2,0.015068303,1.0150683,enhancement
BET1,-0.08737428,0.91262573,suppression
BET1L,0.12650421,1.1265042,enhancement
BEX2,-0.008209866,0.9917901,suppression
BEX4,-0.03361859,0.96638143,suppression
BEX5,-0.0058783633,0.9941216,suppression
BFAR,-0.0076743644,0.99232566,suppression
BFSP1,-0.055728834,0.94427115,suppression
BHLHE23,-0.015430545,0.98456943,suppression
BHLHE40,0.03274183,1.0327418,enhancement
BHMT2,-0.08710181,0.9128982,suppression
BICD2,0.023838745,1.0238388,enhancement
BID,-0.05857769,0.9414223,suppression
BIN3,0.052770913,1.0527709,enhancement
BIRC2,-0.015808368,0.98419166,suppression
BIRC5,-0.2382685,0.7617315,suppression
BIRC6,0.0395689,1.0395689,enhancement
BIRC7,-0.07674572,0.92325425,suppression
BIVM,-0.2631245,0.73687553,suppression
BLCAP,0.05434144,1.0543414,enhancement
BLM,-0.04839145,0.95160854,suppression
BLOC1S1,0.0064405277,1.0064405,enhancement
BLOC1S2,-0.08690014,0.9130999,suppression
BLOC1S3,-0.036114704,0.9638853,suppression
BLOC1S4,0.003661763,1.0036618,enhancement
BLOC1S5,-0.025651222,0.9743488,suppression
BLOC1S6,0.047748614,1.0477486,enhancement
BLVRA,-0.10472211,0.89527786,suppression
BLZF1,0.14047468,1.1404747,enhancement
BMF,0.036604468,1.0366045,enhancement
BMI1,0.043900337,1.0439004,enhancement
BMP1,0.014029326,1.0140294,enhancement
BMP2K,0.008686137,1.0086862,enhancement
BMP3,-0.029446712,0.9705533,suppression
BMP4,-0.31759235,0.6824076,suppression
BMP6,-0.05838019,0.9416198,suppression
BMP7,-0.15818517,0.8418148,suppression
BMP8A,0.011936985,1.011937,enhancement
BMP8B,-0.13464107,0.86535895,suppression
BMPER,-0.024151858,0.97584814,suppression
BMPR1A,-0.043655798,0.9563442,suppression
BMPR1B,-0.2441039,0.7558961,suppression
BMPR2,0.010825588,1.0108256,enhancement
BMS1,-0.05760265,0.94239736,suppression
BMS1P4,0.07410889,1.0741088,enhancement
BNC1,0.02377078,1.0237708,enhancement
BNC2,-0.05402214,0.94597787,suppression
BNIP3,-0.004037306,0.9959627,suppression
BNIP3L,0.023608161,1.0236082,enhancement
BOD1,-0.08496139,0.9150386,suppression
BOD1L1,-0.015267426,0.98473257,suppression
BOK,-0.0707046,0.9292954,suppression
BOLA1,-0.0063060154,0.993694,suppression
BOLA3,-0.042145465,0.9578545,suppression
BOLL,-0.031418674,0.9685813,suppression
BOP1,0.059414428,1.0594144,enhancement
BPGM,-0.043236487,0.9567635,suppression
BPTF,0.004285588,1.0042856,enhancement
BRAF,0.017090758,1.0170908,enhancement
BRAP,-0.029817052,0.97018296,suppression
BRCA1,-0.12558281,0.8744172,suppression
BRCA2,0.021088902,1.021089,enhancement
BRD1,0.027876383,1.0278764,enhancement
BRD2,0.11041244,1.1104125,enhancement
BRD3,0.10632042,1.1063204,enhancement
BRD8,0.05916182,1.0591618,enhancement
BRD9,0.03764364,1.0376437,enhancement
BRDT,-0.0201463,0.9798537,suppression
BREA2,0.071244635,1.0712446,enhancement
BRF1,0.08673701,1.086737,enhancement
BRF2,0.16208863,1.1620886,enhancement
BRI3,-0.02574356,0.97425646,suppression
BRI3BP,0.041958947,1.0419589,enhancement
BRICD5,0.10780948,1.1078094,enhancement
BRK1,-0.0138669,0.9861331,suppression
BRMS1,0.00025979284,1.0002598,enhancement
BRMS1L,-0.013294193,0.9867058,suppression
BROX,-0.03938577,0.9606142,suppression
BRPF3,0.031447414,1.0314474,enhancement
BRSK1,0.010454799,1.0104548,enhancement
BRSK2,-0.0049405238,0.9950595,suppression
BRWD1,0.089515254,1.0895152,enhancement
BRWD1-IT2,-0.033528067,0.9664719,suppression
BRWD3,-0.075598784,0.9244012,suppression
BSDC1,-0.005338813,0.9946612,suppression
BSG,0.04677559,1.0467756,enhancement
BSX,0.006319094,1.006319,enhancement
BTAF1,0.005933931,1.0059339,enhancement
BTBD10,-0.02910508,0.97089493,suppression
BTBD17,-0.018357731,0.98164225,suppression
BTBD3,-0.095913365,0.90408665,suppression
BTBD6,-0.17560898,0.824391,suppression
BTBD7,0.056365266,1.0563653,enhancement
BTBD8,0.01958325,1.0195832,enhancement
BTBD9,-0.03906002,0.96094,suppression
BTC,-0.08802986,0.91197014,suppression
BTD,0.028574504,1.0285745,enhancement
BTF3,-0.055500146,0.94449985,suppression
BTG1,-0.0027503218,0.99724966,suppression
BTG2,-0.026352003,0.973648,suppression
BTG3,-0.4876484,0.51235163,suppression
BTG4,-0.004700285,0.9952997,suppression
BTN1A1,-0.011733836,0.98826617,suppression
BUB1,0.05223045,1.0522305,enhancement
BUD13,0.023815032,1.023815,enhancement
BUD31,-0.06413058,0.9358694,suppression
BZW2,-0.016902858,0.98309714,suppression
C10orf25,0.049613733,1.0496137,enhancement
C10orf71,0.007908461,1.0079085,enhancement
C10orf82,-0.53556764,0.46443236,suppression
C11orf24,-0.02687989,0.9731201,suppression
C11orf54,0.016386779,1.0163867,enhancement
C11orf68,0.042372007,1.042372,enhancement
C11orf74,-0.14389898,0.85610104,suppression
C11orf80,0.043633625,1.0436336,enhancement
C11orf91,-0.0055002547,0.99449974,suppression
C11orf95,0.084975585,1.0849756,enhancement
C11orf96,-0.04141472,0.95858526,suppression
C11orf97,0.008813039,1.008813,enhancement
C12orf40,0.0284232,1.0284232,enhancement
C12orf42,0.041024465,1.0410244,enhancement
C12orf49,-0.048208732,0.9517913,suppression
C12orf5,-0.037108127,0.9628919,suppression
C12orf56,-0.056725312,0.9432747,suppression
C12orf57,-0.14716099,0.852839,suppression
C12orf60,0.0022762592,1.0022763,enhancement
C12orf66,-0.018723622,0.9812764,suppression
C12orf75,-0.19765256,0.8023474,suppression
C12orf76,0.01281421,1.0128142,enhancement
C14orf1,-0.04009454,0.95990545,suppression
C14orf119,-0.04444355,0.95555645,suppression
C14orf93,-0.060462598,0.9395374,suppression
C15orf39,-0.033692777,0.9663072,suppression
C15orf48,-0.07596066,0.92403936,suppression
C15orf61,0.020031046,1.0200311,enhancement
C16orf46,-0.027071754,0.9729282,suppression
C16orf54,-0.019009423,0.9809906,suppression
C16orf70,0.0089853015,1.0089853,enhancement
C16orf71,0.012493318,1.0124934,enhancement
C16orf74,-0.0436613,0.9563387,suppression
C16orf86,-0.03361098,0.966389,suppression
C16orf87,-0.026161771,0.9738382,suppression
C17orf100,-0.0034540053,0.996546,suppression
C17orf104,-0.0016607112,0.9983393,suppression
C17orf58,-0.034333535,0.9656665,suppression
C17orf67,0.04659857,1.0465986,enhancement
C17orf82,-0.1616956,0.8383044,suppression
C17orf97,0.06253306,1.062533,enhancement
C17orf98,-0.13173372,0.8682663,suppression
C17orf99,-0.025729774,0.9742702,suppression
C18orf21,-0.08231849,0.9176815,suppression
C18orf25,0.0016015501,1.0016016,enhancement
C18orf54,-0.13015786,0.8698422,suppression
C18orf63,0.014210318,1.0142103,enhancement
C19orf25,0.0670832,1.0670832,enhancement
C19orf33,-0.6006544,0.39934558,suppression
C19orf44,-0.014723993,0.985276,suppression
C19orf47,0.060894877,1.0608948,enhancement
C19orf48,0.057939738,1.0579398,enhancement
C19orf53,-0.0046841954,0.9953158,suppression
C19orf57,0.02214542,1.0221454,enhancement
C19orf67,0.04513571,1.0451357,enhancement
C19orf68,-0.027334403,0.9726656,suppression
C19orf73,0.0142509,1.0142509,enhancement
C1GALT1C1,-0.05896558,0.94103444,suppression
C1orf115,-0.088226475,0.9117735,suppression
C1orf122,-0.06557615,0.93442386,suppression
C1orf141,0.0096634645,1.0096635,enhancement
C1orf146,0.007424142,1.0074241,enhancement
C1orf159,0.027021835,1.0270219,enhancement
C1orf167,-0.055477563,0.94452244,suppression
C1orf21,0.085517816,1.0855178,enhancement
C1orf210,-0.15151553,0.84848446,suppression
C1orf216,0.10460246,1.1046025,enhancement
C1orf220,0.05376801,1.053768,enhancement
C1orf229,-0.1585715,0.8414285,suppression
C1orf35,0.07725125,1.0772512,enhancement
C1orf43,-0.024010226,0.97598976,suppression
C1orf50,0.0015094449,1.0015094,enhancement
C1orf87,0.029716466,1.0297165,enhancement
C1orf94,-0.10600589,0.8939941,suppression
C1QL1,0.037057508,1.0370575,enhancement
C1QL4,-0.08898977,0.9110102,suppression
C1QTNF8,0.04088563,1.0408857,enhancement
C1QTNF9B,-0.017003775,0.9829962,suppression
C1R,-0.0044878526,0.9955121,suppression
C20orf24,-0.03950266,0.9604973,suppression
C20orf27,-0.06368555,0.93631446,suppression
C20orf85,-0.12120552,0.8787945,suppression
C21orf58,0.05796002,1.05796,enhancement
C21orf91,-0.10093575,0.89906424,suppression
C22orf23,0.043786533,1.0437865,enhancement
C22orf39,0.04268685,1.0426868,enhancement
C2CD2,-0.10073107,0.8992689,suppression
C2CD3,-0.0066193333,0.99338067,suppression
C2CD4A,-0.058445387,0.9415546,suppression
C2orf27B,-0.022913879,0.9770861,suppression
C2orf49,-0.11006136,0.88993865,suppression
C2orf88,-0.2494421,0.7505579,suppression
C3orf18,-0.31132838,0.6886716,suppression
C3orf33,0.0011315508,1.0011315,enhancement
C3orf38,-0.06125435,0.9387457,suppression
C3orf52,-0.19952388,0.80047613,suppression
C3orf62,-0.019285765,0.98071426,suppression
C3orf67,-0.0059743384,0.99402565,suppression
C3orf70,-0.19519429,0.8048057,suppression
C3orf80,-0.012484257,0.98751575,suppression
C4orf19,-0.10984504,0.89015496,suppression
C4orf36,-0.032817323,0.9671827,suppression
C4orf48,-0.17036355,0.82963645,suppression
C5orf22,-0.0400782,0.9599218,suppression
C5orf24,0.03387218,1.0338721,enhancement
C5orf30,0.0012799505,1.00128,enhancement
C5orf45,0.0019994064,1.0019994,enhancement
C5orf47,0.05158174,1.0515817,enhancement
C5orf63,-0.08980971,0.9101903,suppression
C6orf132,-0.029814294,0.9701857,suppression
C6orf141,-0.082555056,0.91744494,suppression
C6orf195,0.0265786,1.0265785,enhancement
C6orf47,0.0039074733,1.0039074,enhancement
C6orf52,-0.043461785,0.9565382,suppression
C7orf13,-0.24341714,0.75658286,suppression
C7orf25,-0.05301072,0.9469893,suppression
C7orf31,-0.05830228,0.9416977,suppression
C7orf50,-0.037546225,0.9624538,suppression
C7orf57,-0.14492294,0.855077,suppression
C8G,-0.01937105,0.98062897,suppression
C8orf33,0.078205794,1.0782058,enhancement
C8orf34,-0.04250687,0.9574931,suppression
C8orf74,0.042625193,1.0426252,enhancement
C8orf76,-0.16500852,0.83499146,suppression
C9orf16,0.037751105,1.0377511,enhancement
C9orf163,-0.011059637,0.98894036,suppression
C9orf170,-0.051166832,0.94883317,suppression
C9orf24,-0.06401704,0.93598294,suppression
C9orf40,-0.017995104,0.9820049,suppression
C9orf43,0.009109282,1.0091093,enhancement
C9orf62,-0.038193244,0.9618068,suppression
C9orf64,-0.07855199,0.921448,suppression
C9orf78,-0.021411384,0.97858864,suppression
CA13,-0.07990659,0.9200934,suppression
CA2,-0.056596804,0.9434032,suppression
CA3,-0.083578974,0.91642106,suppression
CA4,-0.070748866,0.92925113,suppression
CA5B,-0.022657564,0.9773424,suppression
CA6,-0.09873673,0.90126324,suppression
CA8,-0.18052132,0.8194787,suppression
CAB39,-0.017703949,0.98229605,suppression
CAB39L,-0.047517236,0.95248276,suppression
CABIN1,0.086745925,1.086746,enhancement
CABLES1,0.022798609,1.0227987,enhancement
CABLES2,0.06763384,1.0676339,enhancement
CABP1,-0.0056228717,0.99437714,suppression
CABP2,-0.043715972,0.95628405,suppression
CABP4,-0.44709226,0.5529077,suppression
CABP7,-0.1461733,0.8538267,suppression
CABYR,-0.05145774,0.94854224,suppression
CACNA1B,-0.01613278,0.9838672,suppression
CACNA1C,-0.022423916,0.9775761,suppression
CACNA1H,-0.27626503,0.723735,suppression
CACNA2D2,0.11853104,1.118531,enhancement
CACNA2D4,-0.03019482,0.9698052,suppression
CACNB2,-0.12118609,0.8788139,suppression
CACNB4,0.04022804,1.040228,enhancement
CACNG4,-0.07155059,0.9284494,suppression
CACNG6,0.030720305,1.0307204,enhancement
CACTIN,0.05202449,1.0520245,enhancement
CACUL1,0.09206406,1.092064,enhancement
CACYBP,-0.017000366,0.9829996,suppression
CADM1,-0.12497867,0.87502134,suppression
CAGE1,0.027180685,1.0271807,enhancement
CALB1,0.016685763,1.0166857,enhancement
CALCB,0.0077662794,1.0077662,enhancement
CALCOCO2,0.0631112,1.0631112,enhancement
CALCR,-0.09564801,0.904352,suppression
CALHM2,-0.057110444,0.9428896,suppression
CALM1,0.013769509,1.0137695,enhancement
CALN1,0.02719965,1.0271996,enhancement
CALR3,0.018309064,1.0183091,enhancement
CALU,-0.05877611,0.94122386,suppression
CAMK1,-0.15698248,0.8430175,suppression
CAMK1D,-0.019450355,0.98054963,suppression
CAMK2B,-0.0033931877,0.9966068,suppression
CAMK2D,-0.23167972,0.76832026,suppression
CAMK2N1,-0.101087905,0.8989121,suppression
CAMK4,0.005320145,1.0053202,enhancement
CAMKK1,0.0032935697,1.0032935,enhancement
CAMKK2,0.09678212,1.0967821,enhancement
CAMKMT,-0.028203556,0.97179645,suppression
CAMLG,-0.017439814,0.98256016,suppression
CAMSAP1,0.06148553,1.0614855,enhancement
CAMSAP2,0.026046088,1.026046,enhancement
CAMSAP3,-0.0077447984,0.9922552,suppression
CAMTA2,0.10085737,1.1008574,enhancement
CANT1,0.038849637,1.0388496,enhancement
CAP1,-0.052038334,0.9479617,suppression
CAP2,-0.05959649,0.9404035,suppression
CAPG,-0.09229119,0.9077088,suppression
CAPN1,-0.043614652,0.9563854,suppression
CAPN10,0.00986718,1.0098672,enhancement
CAPN15,0.07828734,1.0782874,enhancement
CAPN2,-0.1703409,0.8296591,suppression
CAPN5,-0.050622873,0.9493771,suppression
CAPN7,-0.022330562,0.9776694,suppression
CAPRIN1,-0.015049948,0.98495007,suppression
CAPS2,0.013726823,1.0137268,enhancement
CAPZA2,0.020439178,1.0204391,enhancement
CAPZB,-0.023945201,0.9760548,suppression
CARD10,-0.017042674,0.9829573,suppression
CARD11,-0.088348836,0.91165113,suppression
CARD14,-0.026522417,0.9734776,suppression
CARD8,0.02538177,1.0253818,enhancement
CARF,0.05341823,1.0534183,enhancement
CARHSP1,-0.026046852,0.9739531,suppression
CARNS1,-0.025661852,0.9743382,suppression
CARS2,0.045565613,1.0455656,enhancement
CASC1,-0.005700708,0.9942993,suppression
CASC15,-0.17884661,0.8211534,suppression
CASC2,0.014543914,1.0145439,enhancement
CASC3,0.008798267,1.0087982,enhancement
CASD1,0.019560996,1.019561,enhancement
CASK,-0.098859094,0.9011409,suppression
CASKIN2,0.011682102,1.0116822,enhancement
CASP10,0.014895534,1.0148956,enhancement
CASP3,0.011067397,1.0110674,enhancement
CASP6,-0.091252536,0.90874743,suppression
CASP7,-0.065735266,0.9342647,suppression
CASP9,0.03630426,1.0363042,enhancement
CASR,-0.014699887,0.9853001,suppression
CAT,-0.0005691634,0.99943084,suppression
CATIP,-0.043750398,0.9562496,suppression
CATSPER2,0.018706715,1.0187067,enhancement
CATSPER2P1,0.030613879,1.0306139,enhancement
CATSPERD,-0.047268346,0.95273167,suppression
CATSPERG,0.0368252,1.0368252,enhancement
CAV1,-0.066956885,0.9330431,suppression
CAV2,-0.22697213,0.7730279,suppression
CAV3,-0.017568452,0.98243153,suppression
CBFA2T2,0.09434053,1.0943406,enhancement
CBFA2T3,0.039194737,1.0391947,enhancement
CBFB,-0.04314555,0.95685446,suppression
CBLC,-0.24024835,0.7597517,suppression
CBLN3,0.005563079,1.005563,enhancement
CBLN4,-0.035196107,0.9648039,suppression
CBR3,-0.023908006,0.976092,suppression
CBR4,0.05052819,1.0505282,enhancement
CBS,-0.17390893,0.82609105,suppression
CBX1,-0.02017323,0.97982675,suppression
CBX2,-0.081359364,0.9186406,suppression
CBX3,0.051260293,1.0512602,enhancement
CBX4,0.021668246,1.0216682,enhancement
CBX5,0.021049757,1.0210497,enhancement
CBX6,0.10980474,1.1098047,enhancement
CBX8,0.01400561,1.0140057,enhancement
CBY1,-0.02787278,0.9721272,suppression
CC2D1A,-0.040606134,0.95939386,suppression
CC2D1B,-0.02340133,0.9765987,suppression
CC2D2A,-0.17357343,0.82642657,suppression
CCAR2,0.08806184,1.0880618,enhancement
CCBE1,0.0034688632,1.0034689,enhancement
CCBL2,-0.060684916,0.9393151,suppression
CCDC102A,-0.047222715,0.95277727,suppression
CCDC103,0.030213714,1.0302137,enhancement
CCDC107,0.00012154451,1.0001216,enhancement
CCDC110,-0.042481788,0.9575182,suppression
CCDC112,-0.05250009,0.94749993,suppression
CCDC115,-0.054909524,0.9450905,suppression
CCDC116,-0.04106763,0.9589324,suppression
CCDC117,0.03178285,1.0317829,enhancement
CCDC12,0.033000574,1.0330006,enhancement
CCDC121,-0.02575622,0.97424376,suppression
CCDC122,0.029661316,1.0296613,enhancement
CCDC125,-0.10789666,0.8921033,suppression
CCDC126,0.022103362,1.0221033,enhancement
CCDC127,0.017639425,1.0176394,enhancement
CCDC134,-0.027611384,0.9723886,suppression
CCDC136,-0.014010111,0.98598987,suppression
CCDC137,0.018821934,1.018822,enhancement
CCDC14,0.1048209,1.1048208,enhancement
CCDC140,0.038689062,1.038689,enhancement
CCDC142,-0.0021347417,0.99786526,suppression
CCDC144NL,0.009741039,1.0097411,enhancement
CCDC148,-0.05473498,0.945265,suppression
CCDC15,-0.017909987,0.98209,suppression
CCDC151,0.052544877,1.0525448,enhancement
CCDC154,0.07528374,1.0752838,enhancement
CCDC155,0.001774182,1.0017742,enhancement
CCDC167,-0.15208542,0.8479146,suppression
CCDC170,-0.48689315,0.5131068,suppression
CCDC174,0.055302475,1.0553025,enhancement
CCDC175,0.04995231,1.0499523,enhancement
CCDC181,0.05655846,1.0565585,enhancement
CCDC185,-0.005992023,0.994008,suppression
CCDC186,-0.02466892,0.97533107,suppression
CCDC22,-0.05568668,0.94431335,suppression
CCDC24,-0.0092727225,0.9907273,suppression
CCDC25,0.13958256,1.1395825,enhancement
CCDC28A,-0.032256946,0.96774304,suppression
CCDC34,-0.025921205,0.9740788,suppression
CCDC36,-0.019814713,0.9801853,suppression
